name,category,subtypes,phone,website,address,street,city,state,postal_code,country,country_code,rating,reviews,business_status,working_hours,description,about,latitude,longitude,place_id,google_id,domain,email,company_instagram,company_facebook,booking_appointment_link,verified,photos_count,reviews_per_score_5,reviews_per_score_4
Nova Skin & Wellness Centre,Skin care clinic,"Wellness center, Health spa, IV therapy service, Men's health physician, Women's health clinic, Weight loss service, Skin care clinic",+1 236-471-5467,http://www.novaskinandwellness.ca/,"1510 W 11th Ave, Vancouver, BC V6J 2B6",1510 W 11th Ave,Vancouver,British Columbia,V6J 2B6,Canada,CA,5,67,OPERATIONAL,"{""Sunday"": [""Closed""], ""Monday"": [""Closed""], ""Tuesday"": [""10a.m.-6p.m.""], ""Wednesday"": [""10a.m.-6p.m.""], ""Thursday"": [""10a.m.-6p.m.""], ""Friday"": [""10a.m.-6p.m.""], ""Saturday"": [""10a.m.-6p.m.""]}",,"{""Amenities"": {""Gender-neutral washroom"": true, ""Washroom"": true, ""Restaurant"": false}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Nursing room"": true}, ""Parking"": {""Free parking garage"": true, ""Paid parking lot"": true, ""Paid street parking"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",49.2616472,-123.1391858,ChIJq0feP-9zhlQR5B_Gj402re4,0x548673ef3fde47ab:0xeead368d8fc61fe4,novaskinandwellness.ca,info@novaskinandwellness.ca,,,https://novaskinwellness.zenoti.com/webstoreNew/services,True,51,67,0
Clinic 360,Plastic surgery clinic,"Medical spa, Bariatric surgeon, Cosmetic surgeon, IV therapy service, Plastic surgery clinic",+1 416-360-7360,https://www.clinic360.com/%3Futm_source%3Dgmb%26utm_medium%3Dorganic%26utm_campaign%3Dlocal,"1131A Leslie St #300, North York, ON M3C 3L8",1131A Leslie St #300,North York,Ontario,M3C 3L8,Canada,CA,4.7,112,OPERATIONAL,"{""Monday"": [""9a.m.-5p.m.""], ""Tuesday"": [""9a.m.-5p.m.""], ""Wednesday"": [""9a.m.-5p.m.""], ""Thursday"": [""9a.m.-5p.m.""], ""Friday"": [""9a.m.-5p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",43.7259809,-79.3491129,ChIJCa81nhHN1IkRHzkCSrLPA8k,0x89d4cd119e35af09:0xc903cfb24a02391f,clinic360.com,ana@clinic360.com,,http://facebook.com/clinic360toronto,https://www.clinic360.com/virtual-consultation/?utm_source=gmb&utm_medium=organic&utm_campaign=local,True,61,102,1
Promethean Clinic,Medical spa,"Medical spa, Hair replacement service, IV therapy service, Laser hair removal service, Women's health clinic, Skin care clinic",+1 778-879-7666,https://prometheanclinic.ca/,"1111 W Georgia St Suite 1330, Vancouver, BC V6E 4M3",1111 W Georgia St Suite 1330,Vancouver,British Columbia,V6E 4M3,Canada,CA,5,244,OPERATIONAL,"{""Sunday"": [""10a.m.-5p.m.""], ""Monday"": [""10a.m.-6p.m.""], ""Tuesday"": [""10a.m.-6p.m.""], ""Wednesday"": [""10a.m.-6p.m.""], ""Thursday"": [""10a.m.-6p.m.""], ""Friday"": [""10a.m.-6p.m.""], ""Saturday"": [""10a.m.-5p.m.""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true}, ""Offerings"": {""Skincare treatments"": true}, ""Amenities"": {""Online scheduling"": true, ""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",49.2860968,-123.1230392,ChIJi632FMhxhlQRuC_Ry2gGldQ,0x548671c814f6ad8b:0xd4950668cbd12fb8,prometheanclinic.ca,info@prometheanclinic.ca,https://www.instagram.com/prometheanclinic,https://www.facebook.com/people/,https://prometheanclinic.janeapp.com/locations/promethean-clinic/book?rwg_token=AFd1xnEbg5IWHjysccX2Og2H7pyeT8wCbZfCkpNeNANDBOnKvJ5rS1cr88O5IvXt6ISTl__M7wS0xggiqMTOuvIbBK0UxAmGi4-zOmMnJN5-jiWEYsPF-eU%3D,True,63,241,0
Mimico Medical Family Doctor & Physiotherapy,Medical office,"Medical office, Doctor, Family practice physician, Medical Center, Orthotics & prosthetics service, Physiotherapist, Psychologist, Wellness program",+1 416-201-0836,https://www.mimicomedical.com/,"398 Royal York Rd, Etobicoke, ON M8Y 2R5",398 Royal York Rd,Etobicoke,Ontario,M8Y 2R5,Canada,CA,3.7,296,OPERATIONAL,"{""Monday"": [""9a.m.-7p.m.""], ""Tuesday"": [""9a.m.-7p.m.""], ""Wednesday"": [""9a.m.-7p.m.""], ""Thursday"": [""9a.m.-7p.m.""], ""Friday"": [""9a.m.-4p.m.""], ""Saturday"": [""9a.m.-3:30p.m.""], ""Sunday"": [""Closed""]}",,"{""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",43.6193964,-79.50003,ChIJg_5qZyQ2K4gRi_SxKdvD4xs,0x882b3624676afe83:0x1be3c3db29b1f48b,mimicomedical.com,info@mimicomedical.com,https://www.instagram.com/mimicomedical,https://www.facebook.com/mimicomedical/,,True,33,184,6
Lakeside Medical Clinic,Medical clinic,Medical clinic,+1 416-253-0632,,"125 The Queensway, Etobicoke, ON M8Y 1H6",125 The Queensway,Etobicoke,Ontario,M8Y 1H6,Canada,CA,4.6,300,OPERATIONAL,"{""Monday"": [""1-7p.m.""], ""Tuesday"": [""Closed""], ""Wednesday"": [""1-7p.m.""], ""Thursday"": [""1-7p.m.""], ""Friday"": [""1-5p.m.""], ""Saturday"": [""9a.m.-1p.m.""], ""Sunday"": [""9a.m.-1p.m.""]}",,"{""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointments recommended"": true}, ""Payments"": {""Debit cards"": true, ""NFC mobile payments"": true, ""Credit cards"": true}}",43.6300146,-79.4827916,ChIJm_ohSG02K4gRPlS8drvfKdk,0x882b366d4821fa9b:0xd929dfbb76bc543e,,,,,,True,9,253,13
Strive Physiotherapy and Sports Medicine,Sports medicine clinic,"Sports medicine clinic, Acupuncture clinic, Massage therapist, Pedorthist, Physiatrist, Physiotherapist, Pilates studio",+1 416-486-4776,http://www.striveto.ca/,"2300 Yonge St Unit 1604, Toronto, ON M4P 1E4",2300 Yonge St Unit 1604,Toronto,Ontario,M4P 1E4,Canada,CA,5,112,OPERATIONAL,"{""Monday"": [""8a.m.-8p.m.""], ""Tuesday"": [""8a.m.-8p.m.""], ""Wednesday"": [""8a.m.-8p.m.""], ""Thursday"": [""8a.m.-8p.m.""], ""Friday"": [""8a.m.-8p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true, ""Language assistance"": ""English, Spanish""}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true}, ""Amenities"": {""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Nursing room"": true}, ""Parking"": {""Paid parking garage"": true, ""Paid street parking"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.7072693,-79.3996009,ChIJuR7LGLYzK4gRw80I5dVn6DU,0x882b33b618cb1eb9:0x35e867d5e508cdc3,striveto.ca,hello@striveto.ca,https://www.instagram.com/strivephysioto,https://www.facebook.com/strivephysioto/,https://strive.janeapp.com/,True,20,111,0
Possibilities Clinic - ADHD Clinic Toronto,Mental health clinic,"Mental health clinic, Child psychiatrist, Child psychologist, Coaching center, Occupational therapist, Psychiatrist, Psychologist, Psychoneurological specialized clinic, Psychotherapist",+1 833-482-5558,http://possibilitiesclinic.com/,"1910 Yonge St Suite 115, Toronto, ON M4S 3B2",1910 Yonge St Suite 115,Toronto,Ontario,M4S 3B2,Canada,CA,3.6,134,OPERATIONAL,"{""Monday"": [""9a.m.-5p.m.""], ""Tuesday"": [""9a.m.-5p.m.""], ""Wednesday"": [""9a.m.-5p.m.""], ""Thursday"": [""9a.m.-5p.m.""], ""Friday"": [""9a.m.-5p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",43.6984686,-79.3971422,ChIJ5_hxSTszK4gR8x9eO7Z-8ss,0x882b333b4971f8e7:0xcbf27eb63b5e1ff3,possibilitiesclinic.com,info@possibilitiesclinic.com,,,https://possibilitiesclinic.com/contact-us/?utm_source=GMB&utm_medium=organic&utm_campaign=gmb-appt,True,40,85,0
UROSPOT Uptown Toronto | Strengthening Your Pelvic Floor,Physical therapy clinic,"Physiotherapy Center, Physiotherapist",+1 416-874-6268,https://urospot.com/uptown-toronto/%3Futm_source%3DGMB,"3080 Yonge St Unit 5033, Toronto, ON M4N 3N1",3080 Yonge St Unit 5033,Toronto,Ontario,M4N 3N1,Canada,CA,5,34,OPERATIONAL,"{""Monday"": [""8:30a.m.-5:30p.m.""], ""Tuesday"": [""8:30a.m.-5:30p.m.""], ""Wednesday"": [""Closed""], ""Thursday"": [""8:30a.m.-5:30p.m.""], ""Friday"": [""8:30a.m.-5:30p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair accessible seating"": false}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""On-site parking"": true, ""Paid parking garage"": true, ""Paid parking lot"": true, ""Paid street parking"": true}, ""Other"": {""Identifies as women-owned"": true}}",43.7255993,-79.4026566,ChIJbyes3fszK4gRa8ox_58jJ-Q,0x882b33fbddac276f:0xe427239fff31ca6b,urospot.com,healthcareprofessional@urospot.com,https://www.instagram.com/theurospot,https://www.facebook.com/theurospot,https://urospotnorthyork.janeapp.com/#/discipline/1/treatment/1,True,16,34,0
Triangle Physiotherapy Lawrence Park,Physical therapist,"Physiotherapist, Acupuncturist, Chiropractor, Massage therapist, Women's health clinic, Orthotics & prosthetics service, Physical rehabilitation center, Physiotherapy Center, Podiatrist, Rehabilitation center",+1 416-203-8622,https://www.trianglephysiotherapy.com/,"2715 Yonge St, Toronto, ON M4N 2H8",2715 Yonge St,Toronto,Ontario,M4N 2H8,Canada,CA,5,300,OPERATIONAL,"{""Monday"": [""8a.m.-8p.m.""], ""Tuesday"": [""11a.m.-8p.m.""], ""Wednesday"": [""8a.m.-8p.m.""], ""Thursday"": [""8a.m.-8p.m.""], ""Friday"": [""8a.m.-8p.m.""], ""Saturday"": [""8:30a.m.-12p.m.""], ""Sunday"": [""Closed""]}",,"{""Service options"": {""Onsite services"": true, ""Language assistance"": ""English, Hindi""}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""On-site parking"": true, ""Paid parking lot"": true, ""Paid street parking"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",43.7173201,-79.4003913,ChIJ8xdBgN8yK4gRXMCVH2QUGdA,0x882b32df804117f3:0xd01914641f95c05c,trianglephysiotherapy.com,nhazarika@trianglephysiotherapy.com,http://www.instagram.com/trianglephysiotherapy,http://www.facebook.com/trianglephysiotherapy/,http://www.trianglephysiotherapy.com/book-an-appointment,True,39,295,2
Face Toronto,Plastic surgeon,"Plastic surgeon, Hair transplantation clinic, Plastic surgery clinic",+1 416-479-4244,https://www.facetoronto.com/,"251 Davenport Rd, Toronto, ON M5R 1J6",251 Davenport Rd,Toronto,Ontario,M5R 1J6,Canada,CA,4.4,192,OPERATIONAL,"{""Monday"": [""9a.m.-5p.m.""], ""Tuesday"": [""9a.m.-5p.m.""], ""Wednesday"": [""9a.m.-5p.m.""], ""Thursday"": [""9a.m.-5p.m.""], ""Friday"": [""9a.m.-5p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""Service options"": {""Language assistance"": ""English""}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}}",43.6743722,-79.3976733,ChIJcfumL700K4gRm5-R31KXFlQ,0x882b34bd2fa6fb71:0x54169752df919f9b,facetoronto.com,info@facetoronto.com,,,,True,67,157,3
Inkblot Therapy by GreenShield Health,Mental health service,Mental health service,+1 800-268-6613,https://inkblottherapy.com/,"487 Adelaide St W Suite 301, Toronto, ON M5V 1T4",487 Adelaide St W Suite 301,Toronto,Ontario,M5V 1T4,Canada,CA,2.6,24,OPERATIONAL,"{""Monday"": [""8a.m.-11p.m.""], ""Tuesday"": [""8a.m.-11p.m.""], ""Wednesday"": [""8a.m.-11p.m.""], ""Thursday"": [""8a.m.-11p.m.""], ""Friday"": [""8a.m.-11p.m.""], ""Saturday"": [""8a.m.-11p.m.""], ""Sunday"": [""8a.m.-11p.m.""]}",,"{""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointments recommended"": true}}",43.6454675,-79.4008097,ChIJ7al4Hpw1K4gRJ3JcbhFpMoM,0x882b359c1e78a9ed:0x833269116e5c7227,inkblottherapy.com,jacqueline@inkblottherapy.com,,https://www.facebook.com/inkblotpsychotherapy,,True,2,8,1
Eglinton Station Medical Centre,Family practice physician,"Family practice physician, Walk-in clinic",+1 416-485-0555,http://www.eglintonstationmedical.ca/,"1 Eglinton Ave E Suite 604, Toronto, ON M4P 3A1",1 Eglinton Ave E Suite 604,Toronto,Ontario,M4P 3A1,Canada,CA,2.9,176,OPERATIONAL,"{""Monday"": [""9a.m.-4p.m.""], ""Tuesday"": [""9a.m.-4p.m.""], ""Wednesday"": [""9a.m.-4p.m.""], ""Thursday"": [""9a.m.-4p.m.""], ""Friday"": [""9a.m.-4p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}}",43.7066106,-79.3977624,ChIJs94SozwzK4gRGZrUZb0Z3ng,0x882b333ca312deb3:0x78de19bd65d49a19,eglintonstationmedical.ca,birinder@eglintonstationmedical.ca,,https://www.facebook.com/eglintonstationmedical,,True,5,72,11
THE TEN SPOT,Spa,"Spa, Beauty product supplier, Facial spa, Laser hair removal service, Nail salon, Waxing hair removal service",+1 416-915-1010,https://www.thetenspot.com/queen-west/%3Futm_source%3Dgmb%26utm_medium%3Dorganic,"749 Queen St W, Toronto, ON M6J 1G1",749 Queen St W,Toronto,Ontario,M6J 1G1,Canada,CA,4.5,435,OPERATIONAL,"{""Monday"": [""Closed""], ""Tuesday"": [""10a.m.-6p.m.""], ""Wednesday"": [""10a.m.-6p.m.""], ""Thursday"": [""10a.m.-6p.m.""], ""Friday"": [""10a.m.-6p.m.""], ""Saturday"": [""9a.m.-6p.m.""], ""Sunday"": [""10a.m.-6p.m.""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": false, ""Wheelchair-accessible parking lot"": false}, ""Amenities"": {""Gender-neutral washroom"": true, ""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.646403,-79.407201,ChIJMbGESeE0K4gRh3u5DaBDGF4,0x882b34e14984b131:0x5e1843a00db97b87,thetenspot.com,monika@thetenspot.com,https://www.instagram.com/thetenspot,https://www.facebook.com/thetenspot/,,True,89,343,34
Dr. Philip Solomon - Solomon Facial Plastic (Toronto Office),Plastic surgeon,"Medical spa, Facial spa, Plastic surgeon, Plastic surgery clinic",+1 416-864-6100,https://www.solomonfacialplastic.com/,"305 Davenport Rd, Toronto, ON M5R 1K5",305 Davenport Rd,Toronto,Ontario,M5R 1K5,Canada,CA,4.3,242,OPERATIONAL,"{""Monday"": [""9a.m.-5p.m.""], ""Tuesday"": [""9a.m.-5p.m.""], ""Wednesday"": [""9a.m.-5p.m.""], ""Thursday"": [""9a.m.-5p.m.""], ""Friday"": [""9a.m.-3p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""Accessibility"": {""Wheelchair-accessible parking lot"": true, ""Wheelchair accessible seating"": false}, ""Amenities"": {""Gender-neutral washroom"": true, ""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",43.6743545,-79.4006325,ChIJEcdAfTTL1IkR0HKK8ImcG94,0x89d4cb347d40c711:0xde1b9c89f08a72d0,solomonfacialplastic.com,info@solomonfacialplastic.com,https://www.instagram.com/solomonfacialplastic,,https://www.solomonfacialplastic.com/contact/,True,281,194,1
Eisenhauer & Smith Physiotherapy,Physical therapist,"Wellness center, Acupuncturist, Alternative medicine practitioner, Physiotherapist",+1 416-781-3552,http://www.esphysiotherapy.ca/,"1711 Avenue Rd unit #3, North York, ON M5M 3Y5",1711 Avenue Rd unit #3,North York,Ontario,M5M 3Y5,Canada,CA,4.8,26,OPERATIONAL,"{""Monday"": [""8a.m.-7p.m.""], ""Tuesday"": [""8a.m.-7p.m.""], ""Wednesday"": [""8a.m.-7p.m.""], ""Thursday"": [""8a.m.-7p.m.""], ""Friday"": [""8a.m.-7p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""Accessibility"": {""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true, ""Wheelchair-accessible entrance"": false}, ""Amenities"": {""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",43.7281605,-79.4177107,ChIJmUlRWuMyK4gRxxPCUV5Lp4s,0x882b32e35a514999:0x8ba74b5e51c213c7,esphysiotherapy.ca,info@esphysiotherapy.ca,https://www.instagram.com/esphysiotherapy,,https://esphysiotherapy.janeapp.com/,True,11,24,1
Lifemark Physiotherapy Dufferin & Castlefield,Physical therapist,"Physiotherapist, Massage therapist",+1 416-785-1165,https://www.lifemark.ca/dufferin-and-castlefield%3Futm_source%3Dgmb%26utm_medium%3Dorganic,"2700 Dufferin St Suite 3, North York, ON M6B 4J3",2700 Dufferin St Suite 3,CA,Ontario,M6B 4J3,Canada,CA,4.7,159,OPERATIONAL,"{""Monday"": [""8a.m.-7p.m.""], ""Tuesday"": [""8a.m.-7p.m.""], ""Wednesday"": [""8a.m.-7p.m.""], ""Thursday"": [""8a.m.-7p.m.""], ""Friday"": [""8a.m.-4p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""Accessibility"": {""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true, ""Wheelchair-accessible entrance"": false}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",43.7013055,-79.4526789,ChIJZ8FsIeozK4gRt8JSvdXuz88,0x882b33ea216cc167:0xcfcfeed5bd52c2b7,lifemark.ca,menelek@lukestutoring.com,https://www.instagram.com/lifemarkhealth,http://www.facebook.com/RegalPhysio,https://booking.lifemark.ca/OnlineBooking/index/?serviceId=&locationId=995085&utm_source=gmb&utm_medium=organic&utm_campaign=book-online,True,17,139,11
Layla Care,Mental health service,"Mental health service, Counselor, Health consultant, Marriage or relationship counselor, Psychologist, Psychotherapist",+1 647-374-4210,http://www.layla.care/,"1187 King St W, Toronto, ON M6K 3C5",1187 King St W,Toronto,Ontario,M6K 3C5,Canada,CA,4.5,130,OPERATIONAL,"{""Monday"": [""9a.m.-5p.m.""], ""Tuesday"": [""9a.m.-5p.m.""], ""Wednesday"": [""9a.m.-5p.m.""], ""Thursday"": [""9a.m.-5p.m.""], ""Friday"": [""9a.m.-5p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""Planning"": {""Appointment required"": true}}",43.6391465,-79.4255312,ChIJo5PthFs1K4gRFFszqcGiRGA,0x882b355b84ed93a3:0x6044a2c1a9335b14,layla.care,vmh@layla.care,,,https://www.layla.care/start-now,True,3,109,5
Juniper Skincare and Facials - By Appointment Only,Facial spa,Facial spa,+1 416-209-4786,http://juniperskincareandfacials.com/,"219 Roncesvalles Ave 2nd Floor, Toronto, ON M6R 2L6",219 Roncesvalles Ave 2nd Floor,Toronto,Ontario,M6R 2L6,Canada,CA,4.8,23,OPERATIONAL,"{""Monday"": [""12-4p.m.""], ""Tuesday"": [""1-6p.m.""], ""Wednesday"": [""11a.m.-5p.m.""], ""Thursday"": [""11a.m.-5p.m.""], ""Friday"": [""2-5p.m.""], ""Saturday"": [""11a.m.-3p.m.""], ""Sunday"": [""Closed""]}",,"{""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",43.6458094,-79.4486156,ChIJvW7CBUo1K4gR8y5yESg7sjM,0x882b354a05c26ebd:0x33b23b2811722ef3,juniperskincareandfacials.com,donna@juniperscf.com,https://www.instagram.com/juniperskincareandfacials,https://www.facebook.com/juniperskincareandfacials,http://www.juniperskincareandfacials.com/,True,6,22,0
